,Item Code,Field,Field Value,MRP_element,overdue,total,Y22W52,Y23W01,Y23W02,Y23W03,Y23W04,Y23W05
212,HBG-440,Safety Stock,0,Balance,6.0,-138.0,6.0,-138.0,-138.0,-138.0,-138.0,-138.0
213,HBG-440,Order Policy,FOQ,Balance (+SR),6.0,-135.0,6.0,-135.0,-135.0,-135.0,-135.0,-135.0
214,HBG-440,Rounding Value / MOQ,[1/ 2],Balance(+SR+PR),6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
215,HBG-440,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),6.0,-47.0,6.0,-47.0,-47.0,-47.0,-47.0,-47.0
216,BRK-204,Item Code,BRK-204,Gross Req,311.0,1727.0,275.0,513.0,305.0,209.0,315.0,110.0
217,BRK-204,Description,Formula Cura Disc Brake Rear,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,BRK-204,Current stock,170.0,planned_receipt,145.0,1725.0,275.0,510.0,305.0,210.0,315.0,110.0
219,BRK-204,Lead Time,30,planned_release,1810.0,1155.0,60.0,260.0,205.0,155.0,475.0,0.0
220,BRK-204,Safety Stock,0,Balance,-141.0,-1868.0,-416.0,-929.0,-1234.0,-1443.0,-1758.0,-1868.0
221,BRK-204,Order Policy,FOQ,Balance (+SR),-141.0,-1868.0,-416.0,-929.0,-1234.0,-1443.0,-1758.0,-1868.0
222,BRK-204,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0
223,BRK-204,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),4.0,-1723.0,-271.0,-784.0,-1089.0,-1298.0,-1613.0,-1723.0
224,ENF-703,Item Code,ENF-703,Gross Req,94.0,372.0,0.0,105.0,51.0,164.0,52.0,0.0
225,ENF-703,Description,170mm Enduro Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,ENF-703,Current stock,11.0,planned_receipt,83.0,372.0,0.0,105.0,54.0,161.0,52.0,0.0
227,ENF-703,Lead Time,3,planned_release,188.0,267.0,0.0,0.0,54.0,213.0,0.0,0.0
228,ENF-703,Safety Stock,0,Balance,-83.0,-455.0,-83.0,-188.0,-239.0,-403.0,-455.0,-455.0
229,ENF-703,Order Policy,FOQ,Balance (+SR),-83.0,-455.0,-83.0,-188.0,-239.0,-403.0,-455.0,-455.0
230,ENF-703,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
231,ENF-703,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-372.0,0.0,-105.0,-156.0,-320.0,-372.0,-372.0
232,MEC-813,Item Code,MEC-813,Gross Req,410.0,1075.0,80.0,389.0,305.0,50.0,153.0,98.0
233,MEC-813,Description,Shimano XT M8000 Derailleur 12 speed,Scheduled Rcpt,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0
234,MEC-813,Current stock,108.0,planned_receipt,305.0,1045.0,80.0,390.0,275.0,50.0,150.0,100.0
235,MEC-813,Lead Time,10,planned_release,825.0,710.0,25.0,200.0,100.0,200.0,150.0,35.0
236,MEC-813,Safety Stock,0,Balance,-302.0,-1377.0,-382.0,-771.0,-1076.0,-1126.0,-1279.0,-1377.0
237,MEC-813,Order Policy,FOQ,Balance (+SR),-302.0,-1347.0,-382.0,-771.0,-1046.0,-1096.0,-1249.0,-1347.0
238,MEC-813,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0
239,MEC-813,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-227.0,-1272.0,-307.0,-696.0,-971.0,-1021.0,-1174.0,-1272.0
240,ACR-036,Item Code,ACR-036,Gross Req,129.0,975.0,195.0,299.0,100.0,159.0,162.0,60.0
241,ACR-036,Description,Chainring 36T Alloy,Scheduled Rcpt,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
242,ACR-036,Current stock,52.0,planned_receipt,80.0,965.0,195.0,290.0,100.0,155.0,165.0,60.0
243,ACR-036,Lead Time,14,planned_release,665.0,595.0,0.0,155.0,165.0,110.0,105.0,60.0
244,ACR-036,Safety Stock,0,Balance,-77.0,-1052.0,-272.0,-571.0,-671.0,-830.0,-992.0,-1052.0
245,ACR-036,Order Policy,FOQ,Balance (+SR),-77.0,-1042.0,-272.0,-561.0,-661.0,-820.0,-982.0,-1042.0
246,ACR-036,Rounding Value / MOQ,[5/ 10],Balance(+SR+PR),3.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0
247,ACR-036,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),3.0,-962.0,-192.0,-481.0,-581.0,-740.0,-902.0,-962.0
248,FRK-727,Item Code,FRK-727,Gross Req,188.0,265.0,0.0,162.0,50.0,0.0,53.0,0.0
249,FRK-727,Description,RockShox Lyrik Ultimate fork 275,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,FRK-727,Current stock,24.0,planned_receipt,164.0,265.0,0.0,162.0,50.0,0.0,53.0,0.0
251,FRK-727,Lead Time,7,planned_release,326.0,103.0,0.0,50.0,0.0,53.0,0.0,0.0
252,FRK-727,Safety Stock,0,Balance,-164.0,-429.0,-164.0,-326.0,-376.0,-376.0,-429.0,-429.0
253,FRK-727,Order Policy,FOQ,Balance (+SR),-164.0,-429.0,-164.0,-326.0,-376.0,-376.0,-429.0,-429.0
254,FRK-727,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,FRK-727,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-94.0,-359.0,-94.0,-256.0,-306.0,-306.0,-359.0,-359.0
256,SPR-185,Item Code,SPR-185,Gross Req,88.0,762.0,80.0,227.0,255.0,50.0,100.0,50.0
257,SPR-185,Description,BikeYoke Revive 2.0 185mm Seatpost,Scheduled Rcpt,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
258,SPR-185,Current stock,109.0,planned_receipt,0.0,725.0,60.0,230.0,235.0,50.0,100.0,50.0
259,SPR-185,Lead Time,21,planned_release,575.0,450.0,0.0,100.0,150.0,100.0,50.0,50.0
260,SPR-185,Safety Stock,0,Balance,21.0,-741.0,-59.0,-286.0,-541.0,-591.0,-691.0,-741.0
261,SPR-185,Order Policy,FOQ,Balance (+SR),21.0,-721.0,-59.0,-286.0,-521.0,-571.0,-671.0,-721.0
262,SPR-185,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),21.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
263,SPR-185,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),21.0,-661.0,1.0,-226.0,-461.0,-511.0,-611.0,-661.0
264,TYR-829,Item Code,TYR-829,Gross Req,134.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
265,TYR-829,Description,"Maxxis Minion DHR II Folding Tyre 29x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,TYR-829,Current stock,100.0,planned_receipt,34.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
267,TYR-829,Lead Time,30,planned_release,154.0,184.0,48.0,0.0,36.0,0.0,50.0,50.0
268,TYR-829,Safety Stock,0,Balance,-34.0,-202.0,-34.0,-104.0,-154.0,-154.0,-154.0,-202.0
269,TYR-829,Order Policy,FOQ,Balance (+SR),-34.0,-202.0,-34.0,-104.0,-154.0,-154.0,-154.0,-202.0
270,TYR-829,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,TYR-829,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-168.0,0.0,-70.0,-120.0,-120.0,-120.0,-168.0
272,CCS-170,Item Code,CCS-170,Gross Req,129.0,1411.0,195.0,681.0,102.0,211.0,162.0,60.0
273,CCS-170,Description,Carbon Crankset 170mm,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,CCS-170,Current stock,79.0,planned_receipt,50.0,1411.0,195.0,681.0,105.0,208.0,162.0,60.0
275,CCS-170,Lead Time,3,planned_release,723.0,791.0,0.0,303.0,163.0,104.0,221.0,0.0
276,CCS-170,Safety Stock,0,Balance,-50.0,-1461.0,-245.0,-926.0,-1028.0,-1239.0,-1401.0,-1461.0
277,CCS-170,Order Policy,FOQ,Balance (+SR),-50.0,-1461.0,-245.0,-926.0,-1028.0,-1239.0,-1401.0,-1461.0
278,CCS-170,Rounding Value / MOQ,[1/ 5],Balance(+SR+PR),0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
279,CCS-170,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-1411.0,-195.0,-876.0,-978.0,-1189.0,-1351.0,-1411.0
280,XCF-105,Item Code,XCF-105,Gross Req,0.0,579.0,0.0,188.0,100.0,115.0,116.0,60.0
281,XCF-105,Description,110mm XC Frameset - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,XCF-105,Current stock,10.0,planned_receipt,0.0,569.0,0.0,178.0,100.0,115.0,116.0,60.0
283,XCF-105,Lead Time,7,planned_release,178.0,435.0,0.0,100.0,115.0,116.0,104.0,0.0
284,XCF-105,Safety Stock,0,Balance,10.0,-569.0,10.0,-178.0,-278.0,-393.0,-509.0,-569.0
285,XCF-105,Order Policy,FOQ,Balance (+SR),10.0,-569.0,10.0,-178.0,-278.0,-393.0,-509.0,-569.0
286,XCF-105,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
287,XCF-105,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),10.0,-491.0,10.0,-100.0,-200.0,-315.0,-431.0,-491.0
288,HBM-800,Item Code,HBM-800,Gross Req,134.0,178.0,0.0,75.0,55.0,0.0,0.0,48.0
289,HBM-800,Description,Handlebars Enduro/Trail 800mm,Scheduled Rcpt,0.0,93.0,0.0,93.0,0.0,0.0,0.0,0.0
290,HBM-800,Current stock,101.0,planned_receipt,33.0,85.0,0.0,0.0,38.0,0.0,0.0,47.0
291,HBM-800,Lead Time,3,planned_release,33.0,85.0,0.0,38.0,0.0,0.0,47.0,0.0
292,HBM-800,Safety Stock,0,Balance,-33.0,-211.0,-33.0,-108.0,-163.0,-163.0,-163.0,-211.0
293,HBM-800,Order Policy,FOQ,Balance (+SR),-33.0,-118.0,-33.0,-15.0,-70.0,-70.0,-70.0,-118.0
294,HBM-800,Rounding Value / MOQ,[1/ 6],Balance(+SR+PR),0.0,0.0,0.0,18.0,1.0,1.0,1.0,0.0
295,HBM-800,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-85.0,0.0,18.0,-37.0,-37.0,-37.0,-85.0
296,CHN-511,Item Code,CHN-511,Gross Req,0.0,120.0,0.0,70.0,50.0,0.0,0.0,0.0
297,CHN-511,Description,KMC Chain X11 EPT Anti-Rust Chain,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,CHN-511,Current stock,59.0,planned_receipt,0.0,61.0,0.0,20.0,41.0,0.0,0.0,0.0
299,CHN-511,Lead Time,30,planned_release,61.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0
300,CHN-511,Safety Stock,0,Balance,59.0,-61.0,59.0,-11.0,-61.0,-61.0,-61.0,-61.0
301,CHN-511,Order Policy,FOQ,Balance (+SR),59.0,-61.0,59.0,-11.0,-61.0,-61.0,-61.0,-61.0
302,CHN-511,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),59.0,0.0,59.0,9.0,0.0,0.0,0.0,0.0
303,CHN-511,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),59.0,-41.0,59.0,9.0,-41.0,-41.0,-41.0,-41.0
304,HBM-740,Item Code,HBM-740,Gross Req,129.0,1165.0,195.0,369.0,170.0,209.0,162.0,60.0
305,HBM-740,Description,Handlebars XC 740mm,Scheduled Rcpt,0.0,29.0,0.0,0.0,14.0,15.0,0.0,0.0
306,HBM-740,Current stock,29.0,planned_receipt,100.0,1136.0,195.0,369.0,156.0,194.0,162.0,60.0
307,HBM-740,Lead Time,7,planned_release,604.0,740.0,60.0,156.0,194.0,162.0,113.0,55.0
308,HBM-740,Safety Stock,0,Balance,-100.0,-1265.0,-295.0,-664.0,-834.0,-1043.0,-1205.0,-1265.0
309,HBM-740,Order Policy,L4L,Balance (+SR),-100.0,-1236.0,-295.0,-664.0,-820.0,-1014.0,-1176.0,-1236.0
310,HBM-740,Rounding Value / MOQ,[1/ 1],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,HBM-740,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-1136.0,-195.0,-564.0,-720.0,-914.0,-1076.0,-1136.0
312,FRK-829,Item Code,FRK-829,Gross Req,134.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
313,FRK-829,Description,RockShox Zeb Ultimate fork 295,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,FRK-829,Current stock,39.0,planned_receipt,95.0,168.0,0.0,70.0,50.0,0.0,0.0,48.0
315,FRK-829,Lead Time,7,planned_release,165.0,98.0,0.0,50.0,0.0,0.0,48.0,0.0
316,FRK-829,Safety Stock,0,Balance,-95.0,-263.0,-95.0,-165.0,-215.0,-215.0,-215.0,-263.0
317,FRK-829,Order Policy,FOQ,Balance (+SR),-95.0,-263.0,-95.0,-165.0,-215.0,-215.0,-215.0,-263.0
318,FRK-829,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,FRK-829,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-48.0,-216.0,-48.0,-118.0,-168.0,-168.0,-168.0,-216.0
320,WLS-429,Item Code,WLS-429,Gross Req,222.0,1078.0,80.0,294.0,309.0,158.0,139.0,98.0
321,WLS-429,Description,Wheelset 295 with Enduro/Trail Wide rims,Scheduled Rcpt,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0
322,WLS-429,Current stock,83.0,planned_receipt,139.0,1056.0,80.0,272.0,309.0,158.0,139.0,98.0
323,WLS-429,Lead Time,3,planned_release,339.0,906.0,0.0,308.0,196.0,204.0,148.0,50.0
324,WLS-429,Safety Stock,0,Balance,-139.0,-1217.0,-219.0,-513.0,-822.0,-980.0,-1119.0,-1217.0
325,WLS-429,Order Policy,FOQ,Balance (+SR),-139.0,-1195.0,-219.0,-491.0,-800.0,-958.0,-1097.0,-1195.0
326,WLS-429,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,WLS-429,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-135.0,-1191.0,-215.0,-487.0,-796.0,-954.0,-1093.0,-1191.0
328,TYR-727,Item Code,TYR-727,Gross Req,94.0,155.0,0.0,105.0,50.0,0.0,0.0,0.0
329,TYR-727,Description,"Maxxis Minion DHF Folding Tyre 27.5x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,TYR-727,Current stock,21.0,planned_receipt,73.0,155.0,0.0,105.0,50.0,0.0,0.0,0.0
331,TYR-727,Lead Time,30,planned_release,228.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0
332,TYR-727,Safety Stock,0,Balance,-73.0,-228.0,-73.0,-178.0,-228.0,-228.0,-228.0,-228.0
333,TYR-727,Order Policy,L4L,Balance (+SR),-73.0,-228.0,-73.0,-178.0,-228.0,-228.0,-228.0,-228.0
334,TYR-727,Rounding Value / MOQ,[1/ 0],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,TYR-727,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-155.0,0.0,-105.0,-155.0,-155.0,-155.0,-155.0
336,BRK-202,Item Code,BRK-202,Gross Req,311.0,1727.0,275.0,513.0,305.0,209.0,315.0,110.0
337,BRK-202,Description,Formula Cura Disc Brake Front,Scheduled Rcpt,0.0,191.0,166.0,0.0,25.0,0.0,0.0,0.0
338,BRK-202,Current stock,170.0,planned_receipt,145.0,1535.0,105.0,515.0,280.0,210.0,315.0,110.0
339,BRK-202,Lead Time,30,planned_release,1620.0,985.0,60.0,200.0,150.0,155.0,420.0,0.0
340,BRK-202,Safety Stock,0,Balance,-141.0,-1868.0,-416.0,-929.0,-1234.0,-1443.0,-1758.0,-1868.0
341,BRK-202,Order Policy,FOQ,Balance (+SR),-141.0,-1677.0,-250.0,-763.0,-1043.0,-1252.0,-1567.0,-1677.0
342,BRK-202,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),4.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0
343,BRK-202,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),4.0,-1532.0,-105.0,-618.0,-898.0,-1107.0,-1422.0,-1532.0
344,TRF-403,Item Code,TRF-403,Gross Req,94.0,366.0,0.0,110.0,0.0,104.0,152.0,0.0
345,TRF-403,Description,140mm Trail Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,TRF-403,Current stock,13.0,planned_receipt,81.0,366.0,0.0,110.0,0.0,104.0,152.0,0.0
347,TRF-403,Lead Time,7,planned_release,191.0,406.0,0.0,0.0,104.0,152.0,94.0,56.0
348,TRF-403,Safety Stock,0,Balance,-81.0,-447.0,-81.0,-191.0,-191.0,-295.0,-447.0,-447.0
349,TRF-403,Order Policy,FOQ,Balance (+SR),-81.0,-447.0,-81.0,-191.0,-191.0,-295.0,-447.0,-447.0
350,TRF-403,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,TRF-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-366.0,0.0,-110.0,-110.0,-214.0,-366.0,-366.0
352,GRF-005,Item Code,GRF-005,Gross Req,0.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0
353,GRF-005,Description,20GR Gravel/CX Bike Frameset - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,GRF-005,Current stock,6.0,planned_receipt,0.0,138.0,0.0,138.0,0.0,0.0,0.0,0.0
355,GRF-005,Lead Time,7,planned_release,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,GRF-005,Safety Stock,0,Balance,6.0,-138.0,6.0,-138.0,-138.0,-138.0,-138.0,-138.0
357,GRF-005,Order Policy,FOQ,Balance (+SR),6.0,-138.0,6.0,-138.0,-138.0,-138.0,-138.0,-138.0
358,GRF-005,Rounding Value / MOQ,[1/ 2],Balance(+SR+PR),6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
359,GRF-005,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),6.0,-50.0,6.0,-50.0,-50.0,-50.0,-50.0,-50.0
360,ACR-034,Item Code,ACR-034,Gross Req,182.0,752.0,80.0,214.0,205.0,50.0,153.0,50.0
361,ACR-034,Description,Chainring 34T Alloy SB,Scheduled Rcpt,0.0,276.0,206.0,45.0,25.0,0.0,0.0,0.0
362,ACR-034,Current stock,67.0,planned_receipt,115.0,480.0,0.0,45.0,180.0,50.0,155.0,50.0
363,ACR-034,Lead Time,14,planned_release,340.0,350.0,0.0,50.0,155.0,105.0,0.0,40.0
364,ACR-034,Safety Stock,0,Balance,-115.0,-867.0,-195.0,-409.0,-614.0,-664.0,-817.0,-867.0
365,ACR-034,Order Policy,FOQ,Balance (+SR),-115.0,-591.0,11.0,-158.0,-338.0,-388.0,-541.0,-591.0
366,ACR-034,Rounding Value / MOQ,[5/ 10],Balance(+SR+PR),0.0,4.0,126.0,2.0,2.0,2.0,4.0,4.0
367,ACR-034,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-85.0,-561.0,41.0,-128.0,-308.0,-358.0,-511.0,-561.0
368,PDL-200,Item Code,PDL-200,Gross Req,410.0,1075.0,80.0,389.0,305.0,50.0,153.0,98.0
369,PDL-200,Description,DMR Vault Pedals,Scheduled Rcpt,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0
370,PDL-200,Current stock,216.0,planned_receipt,200.0,1010.0,80.0,330.0,300.0,50.0,160.0,90.0
371,PDL-200,Lead Time,30,planned_release,1170.0,690.0,40.0,150.0,140.0,150.0,160.0,50.0
372,PDL-200,Safety Stock,0,Balance,-194.0,-1269.0,-274.0,-663.0,-968.0,-1018.0,-1171.0,-1269.0
373,PDL-200,Order Policy,FOQ,Balance (+SR),-194.0,-1209.0,-274.0,-603.0,-908.0,-958.0,-1111.0,-1209.0
374,PDL-200,Rounding Value / MOQ,[10/ 20],Balance(+SR+PR),6.0,1.0,6.0,7.0,2.0,2.0,9.0,1.0
375,PDL-200,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-84.0,-1099.0,-164.0,-493.0,-798.0,-848.0,-1001.0,-1099.0
376,TYR-429,Item Code,TYR-429,Gross Req,176.0,1284.0,160.0,314.0,410.0,100.0,200.0,100.0
377,TYR-429,Description,"Maxxis Aggressor DHF Folding Tyre 29x2.35""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,TYR-429,Current stock,144.0,planned_receipt,32.0,1284.0,160.0,314.0,410.0,100.0,200.0,100.0
379,TYR-429,Lead Time,30,planned_release,1316.0,820.0,0.0,300.0,200.0,100.0,220.0,0.0
380,TYR-429,Safety Stock,0,Balance,-32.0,-1316.0,-192.0,-506.0,-916.0,-1016.0,-1216.0,-1316.0
381,TYR-429,Order Policy,FOQ,Balance (+SR),-32.0,-1316.0,-192.0,-506.0,-916.0,-1016.0,-1216.0,-1316.0
382,TYR-429,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,TYR-429,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-1284.0,-160.0,-474.0,-884.0,-984.0,-1184.0,-1284.0
384,FRK-729,Item Code,FRK-729,Gross Req,88.0,642.0,80.0,157.0,205.0,50.0,100.0,50.0
385,FRK-729,Description,RockShox Lyrik Ultimate fork 295,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,FRK-729,Current stock,28.0,planned_receipt,60.0,642.0,80.0,157.0,205.0,50.0,100.0,50.0
387,FRK-729,Lead Time,7,planned_release,297.0,555.0,0.0,205.0,50.0,100.0,150.0,50.0
388,FRK-729,Safety Stock,0,Balance,-60.0,-702.0,-140.0,-297.0,-502.0,-552.0,-652.0,-702.0
389,FRK-729,Order Policy,FOQ,Balance (+SR),-60.0,-702.0,-140.0,-297.0,-502.0,-552.0,-652.0,-702.0
390,FRK-729,Rounding Value / MOQ,[1/ 14],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,FRK-729,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-642.0,-80.0,-237.0,-442.0,-492.0,-592.0,-642.0
392,HBG-100,Item Code,HBG-100,Gross Req,539.0,2050.0,275.0,688.0,405.0,209.0,315.0,158.0
393,HBG-100,Description,DMR Deathgrip Handlebar Grips black,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,HBG-100,Current stock,291.0,planned_receipt,250.0,2050.0,275.0,690.0,405.0,205.0,315.0,160.0
395,HBG-100,Lead Time,30,planned_release,2190.0,1385.0,110.0,260.0,240.0,200.0,525.0,50.0
396,HBG-100,Safety Stock,0,Balance,-248.0,-2298.0,-523.0,-1211.0,-1616.0,-1825.0,-2140.0,-2298.0
397,HBG-100,Order Policy,FOQ,Balance (+SR),-248.0,-2298.0,-523.0,-1211.0,-1616.0,-1825.0,-2140.0,-2298.0
398,HBG-100,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),2.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0
399,HBG-100,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-213.0,-2263.0,-488.0,-1176.0,-1581.0,-1790.0,-2105.0,-2263.0
400,TRF-407,Item Code,TRF-407,Gross Req,88.0,456.0,0.0,50.0,155.0,50.0,151.0,50.0
401,TRF-407,Description,140mm Trail Frameset - Large,Scheduled Rcpt,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
402,TRF-407,Current stock,10.0,planned_receipt,78.0,450.0,0.0,50.0,149.0,50.0,151.0,50.0
403,TRF-407,Lead Time,7,planned_release,128.0,550.0,0.0,149.0,50.0,151.0,150.0,50.0
404,TRF-407,Safety Stock,0,Balance,-78.0,-534.0,-78.0,-128.0,-283.0,-333.0,-484.0,-534.0
405,TRF-407,Order Policy,FOQ,Balance (+SR),-78.0,-528.0,-78.0,-122.0,-277.0,-327.0,-478.0,-528.0
406,TRF-407,Rounding Value / MOQ,[1/ 5],Balance(+SR+PR),0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
407,TRF-407,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-450.0,0.0,-44.0,-199.0,-249.0,-400.0,-450.0
408,CSS-812,Item Code,CSS-812,Gross Req,410.0,1075.0,80.0,389.0,305.0,50.0,153.0,98.0
409,CSS-812,Description,Shimano XT M8000 Cassette 12 speed,Scheduled Rcpt,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0
410,CSS-812,Current stock,120.0,planned_receipt,290.0,1045.0,80.0,390.0,275.0,50.0,155.0,95.0
411,CSS-812,Lead Time,10,planned_release,810.0,715.0,25.0,200.0,100.0,200.0,150.0,40.0
412,CSS-812,Safety Stock,0,Balance,-290.0,-1365.0,-370.0,-759.0,-1064.0,-1114.0,-1267.0,-1365.0
413,CSS-812,Order Policy,FOQ,Balance (+SR),-290.0,-1335.0,-370.0,-759.0,-1034.0,-1084.0,-1237.0,-1335.0
414,CSS-812,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
415,CSS-812,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-230.0,-1275.0,-310.0,-699.0,-974.0,-1024.0,-1177.0,-1275.0
416,SPR-213,Item Code,SPR-213,Gross Req,134.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
417,SPR-213,Description,BikeYoke Revive 2.0 213mm Seatpost,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,SPR-213,Current stock,41.0,planned_receipt,93.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
419,SPR-213,Lead Time,21,planned_release,93.0,84.0,0.0,0.0,48.0,36.0,0.0,0.0
420,SPR-213,Safety Stock,0,Balance,-93.0,-141.0,-93.0,-93.0,-93.0,-93.0,-93.0,-141.0
421,SPR-213,Order Policy,FOQ,Balance (+SR),-93.0,-141.0,-93.0,-93.0,-93.0,-93.0,-93.0,-141.0
