,Item Code,Field,Field Value,MRP_element,overdue,total,"01/01 ,, W52Y22,","02/01 ,, W01Y23,","03/01,","04/01,","05/01,","06/01,","07/01,","08/01,","09/01 ,, W02Y23,","10/01,","11/01,","12/01,","13/01,","14/01,","15/01,","16/01 ,, W03Y23,","17/01,","18/01,","19/01,","20/01,","21/01,","22/01,","23/01 ,, W04Y23,","24/01,","25/01,","26/01,","27/01,","28/01,","29/01,","30/01 ,, W05Y23,","31/01,"
239,TYR-829,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-168.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-168.0
240,AST-070,Item Code,AST-070,Gross Req,129.0,975.0,195.0,0.0,196.0,0.0,0.0,0.0,53.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,50.0,58.0,0.0,0.0,0.0,60.0
241,AST-070,Description,Aluminium Stem 70mm,Scheduled Rcpt,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,AST-070,Current stock,29.0,planned_receipt,100.0,962.0,195.0,0.0,196.0,0.0,0.0,0.0,40.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,50.0,58.0,0.0,0.0,0.0,60.0
243,AST-070,Lead Time,7,planned_release,531.0,639.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,50.0,58.0,0.0,0.0,0.0,60.0,53.0,0.0,0.0,0.0,0.0,55.0,0.0
244,AST-070,Safety Stock,0,Balance,-100.0,-1075.0,-295.0,-295.0,-491.0,-491.0,-491.0,-491.0,-544.0,-594.0,-644.0,-694.0,-694.0,-694.0,-694.0,-694.0,-694.0,-753.0,-803.0,-803.0,-803.0,-803.0,-803.0,-853.0,-853.0,-907.0,-907.0,-957.0,-1015.0,-1015.0,-1015.0,-1015.0,-1075.0
245,AST-070,Order Policy,FOQ,Balance (+SR),-100.0,-1062.0,-295.0,-295.0,-491.0,-491.0,-491.0,-491.0,-531.0,-581.0,-631.0,-681.0,-681.0,-681.0,-681.0,-681.0,-681.0,-740.0,-790.0,-790.0,-790.0,-790.0,-790.0,-840.0,-840.0,-894.0,-894.0,-944.0,-1002.0,-1002.0,-1002.0,-1002.0,-1062.0
246,AST-070,Rounding Value / MOQ,[1/ 10],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,AST-070,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-962.0,-195.0,-195.0,-391.0,-391.0,-391.0,-391.0,-431.0,-481.0,-531.0,-581.0,-581.0,-581.0,-581.0,-581.0,-581.0,-640.0,-690.0,-690.0,-690.0,-690.0,-690.0,-740.0,-740.0,-794.0,-794.0,-844.0,-902.0,-902.0,-902.0,-902.0,-962.0
248,TYR-729,Item Code,TYR-729,Gross Req,134.0,168.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
249,TYR-729,Description,"Maxxis Minion DHF Folding Tyre 29x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,TYR-729,Current stock,100.0,planned_receipt,34.0,168.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
251,TYR-729,Lead Time,30,planned_release,154.0,184.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
252,TYR-729,Safety Stock,0,Balance,-34.0,-202.0,-34.0,-104.0,-104.0,-104.0,-104.0,-104.0,-104.0,-104.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-202.0
253,TYR-729,Order Policy,FOQ,Balance (+SR),-34.0,-202.0,-34.0,-104.0,-104.0,-104.0,-104.0,-104.0,-104.0,-104.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-154.0,-202.0
254,TYR-729,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,TYR-729,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-168.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-168.0
256,SPR-160,Item Code,SPR-160,Gross Req,188.0,265.0,0.0,62.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
257,SPR-160,Description,BikeYoke Revive 2.0 160mm Seatpost,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,SPR-160,Current stock,36.0,planned_receipt,155.0,265.0,0.0,60.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
259,SPR-160,Lead Time,21,planned_release,365.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0
260,SPR-160,Safety Stock,0,Balance,-152.0,-417.0,-152.0,-214.0,-264.0,-264.0,-264.0,-264.0,-314.0,-314.0,-314.0,-314.0,-314.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-417.0,-417.0,-417.0,-417.0
261,SPR-160,Order Policy,FOQ,Balance (+SR),-152.0,-417.0,-152.0,-214.0,-264.0,-264.0,-264.0,-264.0,-314.0,-314.0,-314.0,-314.0,-314.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-364.0,-417.0,-417.0,-417.0,-417.0
262,SPR-160,Rounding Value / MOQ,[5/ 16],Balance(+SR+PR),3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0
263,SPR-160,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),-92.0,-357.0,-92.0,-154.0,-204.0,-204.0,-204.0,-204.0,-254.0,-254.0,-254.0,-254.0,-254.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-304.0,-357.0,-357.0,-357.0,-357.0
264,TRF-403,Item Code,TRF-403,Gross Req,94.0,366.0,0.0,7.0,0.0,0.0,53.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,44.0,0.0,0.0,0.0,55.0,53.0,0.0,0.0,0.0
265,TRF-403,Description,140mm Trail Frameset - Small,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,TRF-403,Current stock,13.0,planned_receipt,81.0,366.0,0.0,7.0,0.0,0.0,53.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,44.0,0.0,0.0,0.0,55.0,53.0,0.0,0.0,0.0
267,TRF-403,Lead Time,7,planned_release,191.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,56.0,44.0,0.0,0.0,0.0,55.0,53.0,0.0,0.0,0.0,55.0,39.0,0.0,0.0,0.0,56.0,0.0
268,TRF-403,Safety Stock,0,Balance,-81.0,-447.0,-81.0,-88.0,-88.0,-88.0,-141.0,-141.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-239.0,-295.0,-339.0,-339.0,-339.0,-339.0,-394.0,-447.0,-447.0,-447.0,-447.0
269,TRF-403,Order Policy,FOQ,Balance (+SR),-81.0,-447.0,-81.0,-88.0,-88.0,-88.0,-141.0,-141.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-191.0,-239.0,-295.0,-339.0,-339.0,-339.0,-339.0,-394.0,-447.0,-447.0,-447.0,-447.0
270,TRF-403,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,TRF-403,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-366.0,0.0,-7.0,-7.0,-7.0,-60.0,-60.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-158.0,-214.0,-258.0,-258.0,-258.0,-258.0,-313.0,-366.0,-366.0,-366.0,-366.0
272,TYR-827,Item Code,TYR-827,Gross Req,94.0,155.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,TYR-827,Description,"Maxxis Minion DHR II Folding Tyre 27.5x2.50""",Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,TYR-827,Current stock,21.0,planned_receipt,73.0,155.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,TYR-827,Lead Time,30,planned_release,228.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,TYR-827,Safety Stock,0,Balance,-73.0,-228.0,-73.0,-128.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0
277,TYR-827,Order Policy,L4L,Balance (+SR),-73.0,-228.0,-73.0,-128.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-178.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0,-228.0
278,TYR-827,Rounding Value / MOQ,[1/ 0],Balance(+SR+PR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,TYR-827,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),0.0,-155.0,0.0,-55.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0
280,SDL-147,Item Code,SDL-147,Gross Req,129.0,1405.0,195.0,0.0,476.0,0.0,0.0,0.0,103.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,50.0,58.0,0.0,0.0,0.0,60.0
281,SDL-147,Description,Koda TI Saddle black,Scheduled Rcpt,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,SDL-147,Current stock,116.0,planned_receipt,20.0,1361.0,188.0,0.0,476.0,0.0,0.0,0.0,66.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,50.0,58.0,0.0,0.0,0.0,60.0
283,SDL-147,Lead Time,30,planned_release,1321.0,691.0,60.0,53.0,0.0,0.0,0.0,0.0,55.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,116.0,50.0,0.0,0.0
284,SDL-147,Safety Stock,0,Balance,-13.0,-1418.0,-208.0,-208.0,-684.0,-684.0,-684.0,-684.0,-787.0,-887.0,-937.0,-987.0,-987.0,-987.0,-987.0,-987.0,-987.0,-1046.0,-1146.0,-1146.0,-1146.0,-1146.0,-1146.0,-1196.0,-1196.0,-1250.0,-1250.0,-1300.0,-1358.0,-1358.0,-1358.0,-1358.0,-1418.0
285,SDL-147,Order Policy,FOQ,Balance (+SR),-13.0,-1381.0,-208.0,-208.0,-684.0,-684.0,-684.0,-647.0,-750.0,-850.0,-900.0,-950.0,-950.0,-950.0,-950.0,-950.0,-950.0,-1009.0,-1109.0,-1109.0,-1109.0,-1109.0,-1109.0,-1159.0,-1159.0,-1213.0,-1213.0,-1263.0,-1321.0,-1321.0,-1321.0,-1321.0,-1381.0
286,SDL-147,Rounding Value / MOQ,[1/ 20],Balance(+SR+PR),7.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,SDL-147,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),7.0,-1361.0,-188.0,-188.0,-664.0,-664.0,-664.0,-627.0,-730.0,-830.0,-880.0,-930.0,-930.0,-930.0,-930.0,-930.0,-930.0,-989.0,-1089.0,-1089.0,-1089.0,-1089.0,-1089.0,-1139.0,-1139.0,-1193.0,-1193.0,-1243.0,-1301.0,-1301.0,-1301.0,-1301.0,-1361.0
288,HBG-460,Item Code,HBG-460,Gross Req,0.0,142.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,HBG-460,Description,Handlebars Gravel 460mm,Scheduled Rcpt,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,HBG-460,Current stock,5.0,planned_receipt,0.0,135.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,HBG-460,Lead Time,7,planned_release,87.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,HBG-460,Safety Stock,0,Balance,5.0,-137.0,5.0,5.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0,-137.0
293,HBG-460,Order Policy,FOQ,Balance (+SR),5.0,-132.0,5.0,5.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-85.0,-85.0,-85.0,-135.0,-135.0,-135.0,-135.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0,-132.0
294,HBG-460,Rounding Value / MOQ,[1/ 2],Balance(+SR+PR),5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
295,HBG-460,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),5.0,-45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-48.0,-48.0,-48.0,-48.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0
296,TRF-405,Item Code,TRF-405,Gross Req,0.0,687.0,80.0,50.0,45.0,0.0,38.0,0.0,57.0,0.0,159.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,109.0,53.0,0.0,0.0,0.0,0.0,0.0
297,TRF-405,Description,140mm Trail Frameset - Medium,Scheduled Rcpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,TRF-405,Current stock,18.0,planned_receipt,0.0,669.0,62.0,50.0,45.0,0.0,38.0,0.0,57.0,0.0,159.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,109.0,53.0,0.0,0.0,0.0,0.0,0.0
299,TRF-405,Lead Time,7,planned_release,252.0,459.0,0.0,159.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,109.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
300,TRF-405,Safety Stock,0,Balance,18.0,-669.0,-62.0,-112.0,-157.0,-157.0,-195.0,-195.0,-252.0,-252.0,-411.0,-411.0,-411.0,-411.0,-411.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-507.0,-507.0,-507.0,-616.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0
301,TRF-405,Order Policy,FOQ,Balance (+SR),18.0,-669.0,-62.0,-112.0,-157.0,-157.0,-195.0,-195.0,-252.0,-252.0,-411.0,-411.0,-411.0,-411.0,-411.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-507.0,-507.0,-507.0,-616.0,-669.0,-669.0,-669.0,-669.0,-669.0,-669.0
302,TRF-405,Rounding Value / MOQ,[1/ 4],Balance(+SR+PR),18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,TRF-405,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),18.0,-607.0,0.0,-50.0,-95.0,-95.0,-133.0,-133.0,-190.0,-190.0,-349.0,-349.0,-349.0,-349.0,-349.0,-399.0,-399.0,-399.0,-399.0,-399.0,-399.0,-399.0,-399.0,-445.0,-445.0,-445.0,-554.0,-607.0,-607.0,-607.0,-607.0,-607.0,-607.0
304,SPR-185,Item Code,SPR-185,Gross Req,88.0,762.0,80.0,120.0,0.0,0.0,0.0,50.0,57.0,0.0,50.0,0.0,55.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0
305,SPR-185,Description,BikeYoke Revive 2.0 185mm Seatpost,Scheduled Rcpt,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,SPR-185,Current stock,109.0,planned_receipt,0.0,725.0,60.0,120.0,0.0,0.0,0.0,50.0,60.0,0.0,50.0,0.0,55.0,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0
307,SPR-185,Lead Time,21,planned_release,575.0,450.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
308,SPR-185,Safety Stock,0,Balance,21.0,-741.0,-59.0,-179.0,-179.0,-179.0,-179.0,-229.0,-286.0,-286.0,-336.0,-336.0,-391.0,-441.0,-491.0,-541.0,-541.0,-541.0,-541.0,-541.0,-541.0,-541.0,-591.0,-591.0,-591.0,-591.0,-641.0,-641.0,-641.0,-691.0,-691.0,-741.0,-741.0
309,SPR-185,Order Policy,FOQ,Balance (+SR),21.0,-721.0,-59.0,-179.0,-179.0,-179.0,-179.0,-229.0,-286.0,-286.0,-336.0,-336.0,-391.0,-441.0,-491.0,-521.0,-521.0,-521.0,-521.0,-521.0,-521.0,-521.0,-571.0,-571.0,-571.0,-571.0,-621.0,-621.0,-621.0,-671.0,-671.0,-721.0,-721.0
310,SPR-185,Rounding Value / MOQ,[5/ 20],Balance(+SR+PR),21.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
311,SPR-185,Cover Days / Week Day / Max Level,[nan/ nan/ nan],Balance(+SR+1st PR),21.0,-661.0,1.0,-119.0,-119.0,-119.0,-119.0,-169.0,-226.0,-226.0,-276.0,-276.0,-331.0,-381.0,-431.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-461.0,-511.0,-511.0,-511.0,-511.0,-561.0,-561.0,-561.0,-611.0,-611.0,-661.0,-661.0
312,TYR-229,Item Code,TYR-229,Gross Req,258.0,1950.0,390.0,0.0,392.0,0.0,0.0,0.0,106.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,118.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,108.0,0.0,100.0,116.0,0.0,0.0,0.0,120.0
313,TYR-229,Description,"Maxxis Rekon Folding Tyre 29x2.20""",Scheduled Rcpt,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,TYR-229,Current stock,104.0,planned_receipt,155.0,1930.0,390.0,0.0,395.0,0.0,0.0,0.0,85.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,110.0,0.0,100.0,115.0,0.0,0.0,0.0,120.0
315,TYR-229,Lead Time,14,planned_release,1325.0,1190.0,0.0,115.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,110.0,0.0,100.0,115.0,0.0,0.0,0.0,120.0,105.0,0.0,0.0,0.0,0.0,110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115.0
316,TYR-229,Safety Stock,0,Balance,-154.0,-2104.0,-544.0,-544.0,-936.0,-936.0,-936.0,-936.0,-1042.0,-1142.0,-1242.0,-1342.0,-1342.0,-1342.0,-1342.0,-1342.0,-1342.0,-1460.0,-1560.0,-1560.0,-1560.0,-1560.0,-1560.0,-1660.0,-1660.0,-1768.0,-1768.0,-1868.0,-1984.0,-1984.0,-1984.0,-1984.0,-2104.0
