,item_code,planned_qty,receipt_date,release_date,lead_time,order_type,urgency_status
1274,HBG-100,215,2022-12-31,2022-12-01,30,Production Order,urgent
1275,HBG-100,275,2023-01-01,2022-12-02,30,Production Order,urgent
1276,HBG-100,180,2023-01-02,2022-12-03,30,Production Order,urgent
1277,HBG-100,250,2023-01-03,2022-12-04,30,Production Order,urgent
1278,HBG-100,50,2023-01-06,2022-12-07,30,Production Order,urgent
1279,HBG-100,160,2023-01-07,2022-12-08,30,Production Order,urgent
1280,HBG-100,50,2023-01-08,2022-12-09,30,Production Order,urgent
1281,HBG-100,100,2023-01-09,2022-12-10,30,Production Order,urgent
1282,HBG-100,50,2023-01-10,2022-12-11,30,Production Order,urgent
1283,HBG-100,55,2023-01-11,2022-12-12,30,Production Order,urgent
1284,HBG-100,100,2023-01-12,2022-12-13,30,Production Order,urgent
1285,HBG-100,50,2023-01-13,2022-12-14,30,Production Order,urgent
1286,HBG-100,50,2023-01-14,2022-12-15,30,Production Order,urgent
1287,HBG-100,55,2023-01-16,2022-12-17,30,Production Order,urgent
1288,HBG-100,50,2023-01-17,2022-12-18,30,Production Order,urgent
1289,HBG-100,50,2023-01-21,2022-12-22,30,Production Order,urgent
1290,HBG-100,50,2023-01-22,2022-12-23,30,Production Order,urgent
1291,HBG-100,55,2023-01-24,2022-12-25,30,Production Order,urgent
1292,HBG-100,50,2023-01-25,2022-12-26,30,Production Order,urgent
1293,HBG-100,50,2023-01-26,2022-12-27,30,Production Order,urgent
1294,HBG-100,60,2023-01-27,2022-12-28,30,Production Order,urgent
1295,HBG-100,100,2023-01-28,2022-12-29,30,Production Order,urgent
1296,HBG-100,50,2023-01-30,2022-12-31,30,Production Order,urgent
1297,HBG-100,110,2023-01-31,2023-01-01,30,Production Order,urgent
1298,HBG-100,55,2023-02-01,2023-01-02,30,Production Order,
1299,HBG-100,50,2023-02-03,2023-01-04,30,Production Order,
1300,HBG-100,50,2023-02-04,2023-01-05,30,Production Order,
1301,HBG-100,55,2023-02-06,2023-01-07,30,Production Order,
1302,HBG-100,50,2023-02-07,2023-01-08,30,Production Order,
1303,HBG-100,50,2023-02-08,2023-01-09,30,Production Order,
1304,HBG-100,35,2023-02-09,2023-01-10,30,Production Order,
1305,HBG-100,50,2023-02-11,2023-01-12,30,Production Order,
1306,HBG-100,105,2023-02-14,2023-01-15,30,Production Order,
1307,HBG-100,55,2023-02-15,2023-01-16,30,Production Order,
1308,HBG-100,45,2023-02-16,2023-01-17,30,Production Order,
1309,HBG-100,50,2023-02-18,2023-01-19,30,Production Order,
1310,HBG-100,50,2023-02-20,2023-01-21,30,Production Order,
1311,HBG-100,50,2023-02-23,2023-01-24,30,Production Order,
1312,HBG-100,150,2023-02-25,2023-01-26,30,Production Order,
1313,HBG-100,100,2023-02-26,2023-01-27,30,Production Order,
1314,HBG-100,115,2023-02-27,2023-01-28,30,Production Order,
1315,HBG-100,110,2023-02-28,2023-01-29,30,Production Order,
1316,HBG-100,50,2023-03-01,2023-01-30,30,Production Order,
1317,HBG-100,50,2023-03-03,2023-02-01,30,Production Order,
1318,HBG-100,50,2023-03-04,2023-02-02,30,Production Order,
1319,HBG-100,270,2023-03-05,2023-02-03,30,Production Order,
1320,HBG-100,105,2023-03-06,2023-02-04,30,Production Order,
1321,HBG-100,50,2023-03-07,2023-02-05,30,Production Order,
1322,HBG-100,60,2023-03-09,2023-02-07,30,Production Order,
1323,HBG-100,50,2023-03-10,2023-02-08,30,Production Order,
1324,HBG-100,165,2023-03-12,2023-02-10,30,Production Order,
1325,HBG-100,100,2023-03-13,2023-02-11,30,Production Order,
1326,HBG-100,50,2023-03-14,2023-02-12,30,Production Order,
1327,HBG-100,50,2023-03-15,2023-02-13,30,Production Order,
1328,HBG-100,50,2023-03-16,2023-02-14,30,Production Order,
1329,HBG-100,50,2023-03-20,2023-02-18,30,Production Order,
1330,HBG-100,50,2023-03-21,2023-02-19,30,Production Order,
1331,HBG-100,50,2023-03-22,2023-02-20,30,Production Order,
1332,HBG-100,100,2023-03-23,2023-02-21,30,Production Order,
1333,HBG-100,150,2023-03-25,2023-02-23,30,Production Order,
1334,HBG-100,55,2023-03-26,2023-02-24,30,Production Order,
1335,HBG-100,50,2023-03-29,2023-02-27,30,Production Order,
1336,HBG-100,50,2023-03-30,2023-02-28,30,Production Order,
1337,HBG-100,100,2023-03-31,2023-03-01,30,Production Order,
1338,HBG-100,50,2023-04-02,2023-03-03,30,Production Order,
1339,HBG-100,55,2023-04-05,2023-03-06,30,Production Order,
1340,HBG-100,55,2023-04-06,2023-03-07,30,Production Order,
1341,HBG-100,100,2023-04-07,2023-03-08,30,Production Order,
1342,HBG-100,100,2023-04-08,2023-03-09,30,Production Order,
1343,HBG-100,160,2023-04-09,2023-03-10,30,Production Order,
1344,HBG-100,65,2023-04-10,2023-03-11,30,Production Order,
1345,HBG-100,50,2023-04-11,2023-03-12,30,Production Order,
1346,HBG-100,105,2023-04-13,2023-03-14,30,Production Order,
1347,HBG-100,130,2023-04-14,2023-03-15,30,Production Order,
1348,HBG-100,100,2023-04-15,2023-03-16,30,Production Order,
1349,HBG-100,100,2023-04-16,2023-03-17,30,Production Order,
1350,HBG-100,120,2023-04-17,2023-03-18,30,Production Order,
1351,HBG-100,50,2023-04-18,2023-03-19,30,Production Order,
1352,HBG-100,50,2023-04-19,2023-03-20,30,Production Order,
1353,HBG-100,50,2023-04-21,2023-03-22,30,Production Order,
1354,HBG-100,155,2023-04-22,2023-03-23,30,Production Order,
1355,HBG-100,50,2023-04-23,2023-03-24,30,Production Order,
1356,HBG-100,170,2023-04-24,2023-03-25,30,Production Order,
1357,HBG-100,50,2023-04-25,2023-03-26,30,Production Order,
1358,HBG-100,60,2023-04-26,2023-03-27,30,Production Order,
1359,ACR-036,80,2022-12-31,2022-12-17,14,Production Order,urgent
1360,ACR-036,195,2023-01-01,2022-12-18,14,Production Order,urgent
1361,ACR-036,195,2023-01-03,2022-12-20,14,Production Order,urgent
1362,ACR-036,45,2023-01-07,2022-12-24,14,Production Order,urgent
1363,ACR-036,50,2023-01-08,2022-12-25,14,Production Order,urgent
1364,ACR-036,50,2023-01-09,2022-12-26,14,Production Order,urgent
1365,ACR-036,50,2023-01-10,2022-12-27,14,Production Order,urgent
1366,ACR-036,55,2023-01-16,2023-01-02,14,Production Order,
1367,ACR-036,50,2023-01-17,2023-01-03,14,Production Order,
1368,ACR-036,50,2023-01-22,2023-01-08,14,Production Order,
1369,ACR-036,55,2023-01-24,2023-01-10,14,Production Order,
1370,ACR-036,50,2023-01-26,2023-01-12,14,Production Order,
1371,ACR-036,60,2023-01-27,2023-01-13,14,Production Order,
1372,ACR-036,60,2023-01-31,2023-01-17,14,Production Order,
1373,ACR-036,50,2023-02-01,2023-01-18,14,Production Order,
1374,ACR-036,55,2023-02-06,2023-01-23,14,Production Order,
1375,ACR-036,50,2023-02-08,2023-01-25,14,Production Order,
1376,ACR-036,60,2023-02-14,2023-01-31,14,Production Order,
1377,ACR-036,50,2023-02-18,2023-02-04,14,Production Order,
1378,ACR-036,100,2023-02-25,2023-02-11,14,Production Order,
1379,ACR-036,100,2023-02-26,2023-02-12,14,Production Order,
1380,ACR-036,115,2023-02-27,2023-02-13,14,Production Order,
1381,ACR-036,50,2023-02-28,2023-02-14,14,Production Order,
1382,ACR-036,135,2023-03-05,2023-02-19,14,Production Order,
1383,ACR-036,50,2023-03-06,2023-02-20,14,Production Order,
1384,ACR-036,50,2023-03-07,2023-02-21,14,Production Order,
1385,ACR-036,50,2023-03-10,2023-02-24,14,Production Order,
1386,ACR-036,160,2023-03-12,2023-02-26,14,Production Order,
1387,ACR-036,100,2023-03-13,2023-02-27,14,Production Order,
1388,ACR-036,50,2023-03-15,2023-03-01,14,Production Order,
1389,ACR-036,50,2023-03-16,2023-03-02,14,Production Order,
1390,ACR-036,50,2023-03-20,2023-03-06,14,Production Order,
1391,ACR-036,55,2023-03-22,2023-03-08,14,Production Order,
1392,ACR-036,50,2023-03-23,2023-03-09,14,Production Order,
1393,ACR-036,50,2023-03-25,2023-03-11,14,Production Order,
1394,ACR-036,50,2023-03-30,2023-03-16,14,Production Order,
1395,ACR-036,100,2023-03-31,2023-03-17,14,Production Order,
1396,ACR-036,50,2023-04-07,2023-03-24,14,Production Order,
1397,ACR-036,50,2023-04-08,2023-03-25,14,Production Order,
1398,ACR-036,160,2023-04-09,2023-03-26,14,Production Order,
1399,ACR-036,65,2023-04-10,2023-03-27,14,Production Order,
1400,ACR-036,50,2023-04-11,2023-03-28,14,Production Order,
1401,ACR-036,100,2023-04-13,2023-03-30,14,Production Order,
1402,ACR-036,130,2023-04-14,2023-03-31,14,Production Order,
1403,ACR-036,100,2023-04-15,2023-04-01,14,Production Order,
1404,ACR-036,50,2023-04-16,2023-04-02,14,Production Order,
1405,ACR-036,50,2023-04-18,2023-04-04,14,Production Order,
1406,ACR-036,55,2023-04-21,2023-04-07,14,Production Order,
1407,ACR-036,50,2023-04-22,2023-04-08,14,Production Order,
1408,ACR-036,50,2023-04-23,2023-04-09,14,Production Order,
1409,ACR-036,55,2023-04-24,2023-04-10,14,Production Order,
1410,ACR-036,60,2023-04-26,2023-04-12,14,Production Order,
1411,SPD-080,35,2022-12-31,2022-12-10,21,Production Order,urgent
1412,SPD-080,195,2023-01-01,2022-12-11,21,Production Order,urgent
1413,SPD-080,475,2023-01-03,2022-12-13,21,Production Order,urgent
1414,SPD-080,105,2023-01-07,2022-12-17,21,Production Order,urgent
1415,SPD-080,100,2023-01-08,2022-12-18,21,Production Order,urgent
1416,SPD-080,50,2023-01-09,2022-12-19,21,Production Order,urgent
1417,SPD-080,50,2023-01-10,2022-12-20,21,Production Order,urgent
1418,SPD-080,60,2023-01-16,2022-12-26,21,Production Order,urgent
1419,SPD-080,100,2023-01-17,2022-12-27,21,Production Order,urgent
1420,SPD-080,50,2023-01-22,2023-01-01,21,Production Order,urgent
1421,SPD-080,50,2023-01-24,2023-01-03,21,Production Order,
1422,SPD-080,50,2023-01-26,2023-01-05,21,Production Order,
1423,SPD-080,60,2023-01-27,2023-01-06,21,Production Order,
1424,SPD-080,60,2023-01-31,2023-01-10,21,Production Order,
1425,SPD-080,55,2023-02-01,2023-01-11,21,Production Order,
1426,SPD-080,55,2023-02-06,2023-01-16,21,Production Order,
1427,SPD-080,50,2023-02-08,2023-01-18,21,Production Order,
1428,SPD-080,55,2023-02-14,2023-01-24,21,Production Order,
1429,SPD-080,50,2023-02-18,2023-01-28,21,Production Order,
1430,SPD-080,100,2023-02-25,2023-02-04,21,Production Order,
1431,SPD-080,100,2023-02-26,2023-02-05,21,Production Order,
1432,SPD-080,115,2023-02-27,2023-02-06,21,Production Order,
1433,SPD-080,50,2023-02-28,2023-02-07,21,Production Order,
1434,SPD-080,135,2023-03-05,2023-02-12,21,Production Order,
1435,SPD-080,50,2023-03-06,2023-02-13,21,Production Order,
1436,SPD-080,50,2023-03-07,2023-02-14,21,Production Order,
1437,SPD-080,50,2023-03-10,2023-02-17,21,Production Order,
1438,SPD-080,165,2023-03-12,2023-02-19,21,Production Order,
1439,SPD-080,100,2023-03-13,2023-02-20,21,Production Order,
1440,SPD-080,50,2023-03-15,2023-02-22,21,Production Order,
1441,SPD-080,50,2023-03-16,2023-02-23,21,Production Order,
1442,SPD-080,50,2023-03-20,2023-02-27,21,Production Order,
1443,SPD-080,50,2023-03-22,2023-03-01,21,Production Order,
1444,SPD-080,50,2023-03-23,2023-03-02,21,Production Order,
1445,SPD-080,50,2023-03-25,2023-03-04,21,Production Order,
1446,SPD-080,50,2023-03-30,2023-03-09,21,Production Order,
1447,SPD-080,100,2023-03-31,2023-03-10,21,Production Order,
1448,SPD-080,50,2023-04-07,2023-03-17,21,Production Order,
1449,SPD-080,50,2023-04-08,2023-03-18,21,Production Order,
1450,SPD-080,160,2023-04-09,2023-03-19,21,Production Order,
1451,SPD-080,65,2023-04-10,2023-03-20,21,Production Order,
1452,SPD-080,50,2023-04-11,2023-03-21,21,Production Order,
1453,SPD-080,105,2023-04-13,2023-03-23,21,Production Order,
1454,SPD-080,130,2023-04-14,2023-03-24,21,Production Order,
1455,SPD-080,100,2023-04-15,2023-03-25,21,Production Order,
1456,SPD-080,50,2023-04-16,2023-03-26,21,Production Order,
1457,SPD-080,50,2023-04-18,2023-03-28,21,Production Order,
1458,SPD-080,50,2023-04-21,2023-03-31,21,Production Order,
1459,SPD-080,50,2023-04-22,2023-04-01,21,Production Order,
1460,SPD-080,50,2023-04-23,2023-04-02,21,Production Order,
1461,SPD-080,55,2023-04-24,2023-04-03,21,Production Order,
1462,SPD-080,60,2023-04-26,2023-04-05,21,Production Order,
1463,ACR-032,95,2022-12-29,2022-12-15,14,Production Order,urgent
1464,ACR-032,50,2022-12-30,2022-12-16,14,Production Order,urgent
1465,ACR-032,70,2023-01-02,2022-12-19,14,Production Order,urgent
1466,ACR-032,50,2023-01-03,2022-12-20,14,Production Order,urgent
1467,ACR-032,50,2023-01-09,2022-12-26,14,Production Order,urgent
1468,ACR-032,50,2023-01-12,2022-12-29,14,Production Order,urgent
1469,ACR-032,30,2023-01-31,2023-01-17,14,Production Order,
1470,ACR-032,40,2023-02-09,2023-01-26,14,Production Order,
1471,ACR-032,40,2023-02-16,2023-02-02,14,Production Order,
1472,ACR-032,45,2023-03-01,2023-02-15,14,Production Order,
1473,ACR-032,50,2023-03-03,2023-02-17,14,Production Order,
1474,ACR-032,50,2023-03-04,2023-02-18,14,Production Order,
1475,ACR-032,50,2023-03-21,2023-03-07,14,Production Order,
1476,ACR-032,100,2023-03-25,2023-03-11,14,Production Order,
1477,ACR-032,50,2023-03-29,2023-03-15,14,Production Order,
1478,ACR-032,50,2023-04-16,2023-04-02,14,Production Order,
1479,ACR-032,55,2023-04-19,2023-04-05,14,Production Order,
1480,ACR-032,100,2023-04-22,2023-04-08,14,Production Order,
1481,ACR-032,50,2023-04-25,2023-04-11,14,Production Order,
1482,ACS-165,96,2022-12-29,2022-12-22,7,Production Order,urgent
1483,ACS-165,142,2022-12-30,2022-12-23,7,Production Order,urgent
1484,ACS-165,88,2022-12-31,2022-12-24,7,Production Order,urgent
1485,ACS-165,80,2023-01-01,2022-12-25,7,Production Order,urgent
1486,ACS-165,182,2023-01-02,2022-12-26,7,Production Order,urgent
1487,ACS-165,50,2023-01-03,2022-12-27,7,Production Order,urgent
1488,ACS-165,50,2023-01-06,2022-12-30,7,Production Order,urgent
1489,ACS-165,107,2023-01-07,2022-12-31,7,Production Order,urgent
1490,ACS-165,50,2023-01-09,2023-01-02,7,Production Order,
1491,ACS-165,55,2023-01-11,2023-01-04,7,Production Order,
1492,ACS-165,100,2023-01-12,2023-01-05,7,Production Order,
1493,ACS-165,18,2023-01-13,2023-01-06,7,Production Order,
1494,ACS-165,50,2023-01-14,2023-01-07,7,Production Order,
1495,ACS-165,50,2023-01-21,2023-01-14,7,Production Order,
1496,ACS-165,50,2023-01-25,2023-01-18,7,Production Order,
1497,ACS-165,103,2023-01-28,2023-01-21,7,Production Order,
1498,ACS-165,50,2023-01-30,2023-01-23,7,Production Order,
1499,ACS-165,48,2023-01-31,2023-01-24,7,Production Order,
1500,ACS-165,50,2023-02-03,2023-01-27,7,Production Order,
1501,ACS-165,50,2023-02-04,2023-01-28,7,Production Order,
1502,ACS-165,50,2023-02-07,2023-01-31,7,Production Order,
1503,ACS-165,36,2023-02-09,2023-02-02,7,Production Order,
1504,ACS-165,50,2023-02-11,2023-02-04,7,Production Order,
1505,ACS-165,50,2023-02-14,2023-02-07,7,Production Order,
1506,ACS-165,53,2023-02-15,2023-02-08,7,Production Order,
1507,ACS-165,44,2023-02-16,2023-02-09,7,Production Order,
1508,ACS-165,50,2023-02-20,2023-02-13,7,Production Order,
1509,ACS-165,50,2023-02-23,2023-02-16,7,Production Order,
1510,ACS-165,50,2023-02-25,2023-02-18,7,Production Order,
1511,ACS-165,60,2023-02-28,2023-02-21,7,Production Order,
1512,ACS-165,50,2023-03-01,2023-02-22,7,Production Order,
1513,ACS-165,50,2023-03-03,2023-02-24,7,Production Order,
1514,ACS-165,50,2023-03-04,2023-02-25,7,Production Order,
1515,ACS-165,136,2023-03-05,2023-02-26,7,Production Order,
1516,ACS-165,55,2023-03-06,2023-02-27,7,Production Order,
1517,ACS-165,63,2023-03-09,2023-03-02,7,Production Order,
1518,ACS-165,50,2023-03-14,2023-03-07,7,Production Order,
1519,ACS-165,50,2023-03-21,2023-03-14,7,Production Order,
1520,ACS-165,50,2023-03-23,2023-03-16,7,Production Order,
1521,ACS-165,100,2023-03-25,2023-03-18,7,Production Order,
1522,ACS-165,54,2023-03-26,2023-03-19,7,Production Order,
1523,ACS-165,50,2023-03-29,2023-03-22,7,Production Order,
1524,ACS-165,50,2023-04-02,2023-03-26,7,Production Order,
1525,ACS-165,54,2023-04-05,2023-03-29,7,Production Order,
1526,ACS-165,55,2023-04-06,2023-03-30,7,Production Order,
1527,ACS-165,50,2023-04-07,2023-03-31,7,Production Order,
1528,ACS-165,50,2023-04-08,2023-04-01,7,Production Order,
1529,ACS-165,50,2023-04-16,2023-04-09,7,Production Order,
1530,ACS-165,120,2023-04-17,2023-04-10,7,Production Order,
1531,ACS-165,52,2023-04-19,2023-04-12,7,Production Order,
1532,ACS-165,103,2023-04-22,2023-04-15,7,Production Order,
1533,ACS-165,116,2023-04-24,2023-04-17,7,Production Order,
1534,ACS-165,50,2023-04-25,2023-04-18,7,Production Order,
1535,FRK-727,70,2022-12-29,2022-12-22,7,Production Order,urgent
1536,FRK-727,94,2022-12-30,2022-12-23,7,Production Order,urgent
1537,FRK-727,62,2023-01-02,2022-12-26,7,Production Order,urgent
1538,FRK-727,50,2023-01-03,2022-12-27,7,Production Order,urgent
1539,FRK-727,50,2023-01-07,2022-12-31,7,Production Order,urgent
1540,FRK-727,50,2023-01-12,2023-01-05,7,Production Order,
1541,FRK-727,53,2023-01-28,2023-01-21,7,Production Order,
1542,FRK-727,53,2023-02-15,2023-02-08,7,Production Order,
1543,FRK-727,44,2023-02-16,2023-02-09,7,Production Order,
1544,FRK-727,50,2023-03-03,2023-02-24,7,Production Order,
1545,FRK-727,50,2023-03-04,2023-02-25,7,Production Order,
1546,FRK-727,74,2023-03-05,2023-02-26,7,Production Order,
1547,FRK-727,63,2023-03-09,2023-03-02,7,Production Order,
1548,FRK-727,55,2023-04-06,2023-03-30,7,Production Order,
1549,FRK-727,50,2023-04-16,2023-04-09,7,Production Order,
1550,FRK-727,63,2023-04-17,2023-04-10,7,Production Order,
1551,FRK-727,52,2023-04-19,2023-04-12,7,Production Order,
1552,SPR-160,60,2022-12-29,2022-12-08,21,Production Order,urgent
1553,SPR-160,95,2022-12-30,2022-12-09,21,Production Order,urgent
1554,SPR-160,60,2023-01-02,2022-12-12,21,Production Order,urgent
1555,SPR-160,50,2023-01-03,2022-12-13,21,Production Order,urgent
1556,SPR-160,50,2023-01-07,2022-12-17,21,Production Order,urgent
1557,SPR-160,50,2023-01-12,2022-12-22,21,Production Order,urgent
1558,SPR-160,55,2023-01-28,2023-01-07,21,Production Order,
1559,SPR-160,50,2023-02-15,2023-01-25,21,Production Order,
1560,SPR-160,45,2023-02-16,2023-01-26,21,Production Order,
1561,SPR-160,50,2023-03-03,2023-02-10,21,Production Order,
1562,SPR-160,50,2023-03-04,2023-02-11,21,Production Order,
1563,SPR-160,75,2023-03-05,2023-02-12,21,Production Order,
1564,SPR-160,65,2023-03-09,2023-02-16,21,Production Order,
1565,SPR-160,55,2023-04-06,2023-03-16,21,Production Order,
1566,SPR-160,50,2023-04-16,2023-03-26,21,Production Order,
1567,SPR-160,60,2023-04-17,2023-03-27,21,Production Order,
1568,SPR-160,55,2023-04-19,2023-03-29,21,Production Order,
1569,FRK-429,80,2022-12-31,2022-12-17,14,Production Order,urgent
1570,FRK-429,195,2023-01-01,2022-12-18,14,Production Order,urgent
1571,FRK-429,195,2023-01-03,2022-12-20,14,Production Order,urgent
1572,FRK-429,55,2023-01-07,2022-12-24,14,Production Order,urgent
1573,FRK-429,50,2023-01-08,2022-12-25,14,Production Order,urgent
1574,FRK-429,50,2023-01-09,2022-12-26,14,Production Order,urgent
1575,FRK-429,50,2023-01-10,2022-12-27,14,Production Order,urgent
1576,FRK-429,55,2023-01-16,2023-01-02,14,Production Order,
1577,FRK-429,50,2023-01-17,2023-01-03,14,Production Order,
1578,FRK-429,50,2023-01-22,2023-01-08,14,Production Order,
1579,FRK-429,55,2023-01-24,2023-01-10,14,Production Order,
1580,FRK-429,50,2023-01-26,2023-01-12,14,Production Order,
1581,FRK-429,60,2023-01-27,2023-01-13,14,Production Order,
1582,FRK-429,60,2023-01-31,2023-01-17,14,Production Order,
1583,FRK-429,50,2023-02-01,2023-01-18,14,Production Order,
1584,FRK-429,55,2023-02-06,2023-01-23,14,Production Order,
1585,FRK-429,50,2023-02-08,2023-01-25,14,Production Order,
1586,FRK-429,60,2023-02-14,2023-01-31,14,Production Order,
1587,FRK-429,50,2023-02-18,2023-02-04,14,Production Order,
1588,FRK-429,100,2023-02-25,2023-02-11,14,Production Order,
1589,FRK-429,100,2023-02-26,2023-02-12,14,Production Order,
1590,FRK-429,115,2023-02-27,2023-02-13,14,Production Order,
1591,FRK-429,50,2023-02-28,2023-02-14,14,Production Order,
1592,FRK-429,135,2023-03-05,2023-02-19,14,Production Order,
1593,FRK-429,50,2023-03-06,2023-02-20,14,Production Order,
1594,FRK-429,50,2023-03-07,2023-02-21,14,Production Order,
1595,FRK-429,50,2023-03-10,2023-02-24,14,Production Order,
1596,FRK-429,160,2023-03-12,2023-02-26,14,Production Order,
1597,FRK-429,100,2023-03-13,2023-02-27,14,Production Order,
1598,FRK-429,50,2023-03-15,2023-03-01,14,Production Order,
1599,FRK-429,50,2023-03-16,2023-03-02,14,Production Order,
1600,FRK-429,50,2023-03-20,2023-03-06,14,Production Order,
1601,FRK-429,55,2023-03-22,2023-03-08,14,Production Order,
1602,FRK-429,50,2023-03-23,2023-03-09,14,Production Order,
1603,FRK-429,50,2023-03-25,2023-03-11,14,Production Order,
1604,FRK-429,50,2023-03-30,2023-03-16,14,Production Order,
1605,FRK-429,100,2023-03-31,2023-03-17,14,Production Order,
1606,FRK-429,50,2023-04-07,2023-03-24,14,Production Order,
1607,FRK-429,50,2023-04-08,2023-03-25,14,Production Order,
1608,FRK-429,160,2023-04-09,2023-03-26,14,Production Order,
1609,FRK-429,65,2023-04-10,2023-03-27,14,Production Order,
1610,FRK-429,50,2023-04-11,2023-03-28,14,Production Order,
1611,FRK-429,100,2023-04-13,2023-03-30,14,Production Order,
1612,FRK-429,130,2023-04-14,2023-03-31,14,Production Order,
1613,FRK-429,100,2023-04-15,2023-04-01,14,Production Order,
1614,FRK-429,50,2023-04-16,2023-04-02,14,Production Order,
1615,FRK-429,50,2023-04-18,2023-04-04,14,Production Order,
1616,FRK-429,55,2023-04-21,2023-04-07,14,Production Order,
1617,FRK-429,50,2023-04-22,2023-04-08,14,Production Order,
1618,FRK-429,50,2023-04-23,2023-04-09,14,Production Order,
1619,FRK-429,55,2023-04-24,2023-04-10,14,Production Order,
1620,FRK-429,60,2023-04-26,2023-04-12,14,Production Order,
1621,AST-055,96,2022-12-29,2022-12-22,7,Production Order,urgent
1622,AST-055,142,2022-12-30,2022-12-23,7,Production Order,urgent
1623,AST-055,88,2022-12-31,2022-12-24,7,Production Order,urgent
1624,AST-055,80,2023-01-01,2022-12-25,7,Production Order,urgent
1625,AST-055,182,2023-01-02,2022-12-26,7,Production Order,urgent
1626,AST-055,50,2023-01-03,2022-12-27,7,Production Order,urgent
1627,AST-055,50,2023-01-06,2022-12-30,7,Production Order,urgent
1628,AST-055,107,2023-01-07,2022-12-31,7,Production Order,urgent
1629,AST-055,50,2023-01-09,2023-01-02,7,Production Order,
1630,AST-055,55,2023-01-11,2023-01-04,7,Production Order,
1631,AST-055,100,2023-01-12,2023-01-05,7,Production Order,
1632,AST-055,25,2023-01-13,2023-01-06,7,Production Order,
1633,AST-055,50,2023-01-14,2023-01-07,7,Production Order,
1634,AST-055,50,2023-01-21,2023-01-14,7,Production Order,
1635,AST-055,50,2023-01-25,2023-01-18,7,Production Order,
1636,AST-055,103,2023-01-28,2023-01-21,7,Production Order,
1637,AST-055,50,2023-01-30,2023-01-23,7,Production Order,
1638,AST-055,48,2023-01-31,2023-01-24,7,Production Order,
1639,AST-055,50,2023-02-03,2023-01-27,7,Production Order,
1640,AST-055,50,2023-02-04,2023-01-28,7,Production Order,
1641,AST-055,50,2023-02-07,2023-01-31,7,Production Order,
1642,AST-055,36,2023-02-09,2023-02-02,7,Production Order,
1643,AST-055,50,2023-02-11,2023-02-04,7,Production Order,
1644,AST-055,50,2023-02-14,2023-02-07,7,Production Order,
1645,AST-055,53,2023-02-15,2023-02-08,7,Production Order,
1646,AST-055,44,2023-02-16,2023-02-09,7,Production Order,
1647,AST-055,50,2023-02-20,2023-02-13,7,Production Order,
1648,AST-055,50,2023-02-23,2023-02-16,7,Production Order,
1649,AST-055,50,2023-02-25,2023-02-18,7,Production Order,
1650,AST-055,60,2023-02-28,2023-02-21,7,Production Order,
1651,AST-055,50,2023-03-01,2023-02-22,7,Production Order,
1652,AST-055,50,2023-03-03,2023-02-24,7,Production Order,
1653,AST-055,50,2023-03-04,2023-02-25,7,Production Order,
1654,AST-055,136,2023-03-05,2023-02-26,7,Production Order,
1655,AST-055,55,2023-03-06,2023-02-27,7,Production Order,
1656,AST-055,63,2023-03-09,2023-03-02,7,Production Order,
1657,AST-055,50,2023-03-14,2023-03-07,7,Production Order,
1658,AST-055,50,2023-03-21,2023-03-14,7,Production Order,
1659,AST-055,50,2023-03-23,2023-03-16,7,Production Order,
1660,AST-055,100,2023-03-25,2023-03-18,7,Production Order,
1661,AST-055,54,2023-03-26,2023-03-19,7,Production Order,
1662,AST-055,50,2023-03-29,2023-03-22,7,Production Order,
1663,AST-055,50,2023-04-02,2023-03-26,7,Production Order,
1664,AST-055,54,2023-04-05,2023-03-29,7,Production Order,
1665,AST-055,55,2023-04-06,2023-03-30,7,Production Order,
1666,AST-055,50,2023-04-07,2023-03-31,7,Production Order,
1667,AST-055,50,2023-04-08,2023-04-01,7,Production Order,
1668,AST-055,50,2023-04-16,2023-04-09,7,Production Order,
1669,AST-055,120,2023-04-17,2023-04-10,7,Production Order,
1670,AST-055,52,2023-04-19,2023-04-12,7,Production Order,
1671,AST-055,103,2023-04-22,2023-04-15,7,Production Order,
1672,AST-055,116,2023-04-24,2023-04-17,7,Production Order,
1673,AST-055,50,2023-04-25,2023-04-18,7,Production Order,
1674,BRK-134,115,2023-01-03,2022-12-24,10,Production Order,urgent
1675,BRK-134,50,2023-01-07,2022-12-28,10,Production Order,urgent
1676,BRK-134,50,2023-01-08,2022-12-29,10,Production Order,urgent
1677,BRK-134,50,2023-01-17,2023-01-07,10,Production Order,
1678,SPR-213,45,2022-12-29,2022-12-08,21,Production Order,urgent
1679,SPR-213,48,2022-12-30,2022-12-09,21,Production Order,urgent
1680,SPR-213,48,2023-01-31,2023-01-10,21,Production Order,
1681,SPR-213,36,2023-02-09,2023-01-19,21,Production Order,
1682,SPR-213,50,2023-03-01,2023-02-08,21,Production Order,
1683,SPR-213,50,2023-03-21,2023-02-28,21,Production Order,
1684,SPR-213,50,2023-03-25,2023-03-04,21,Production Order,
1685,FRK-729,60,2022-12-31,2022-12-24,7,Production Order,urgent
1686,FRK-729,80,2023-01-01,2022-12-25,7,Production Order,urgent
1687,FRK-729,50,2023-01-02,2022-12-26,7,Production Order,urgent
1688,FRK-729,50,2023-01-06,2022-12-30,7,Production Order,urgent
1689,FRK-729,57,2023-01-07,2022-12-31,7,Production Order,urgent
